source,target,source_type,target_type,relation_type,scene,weight,Intrument 1,Intrument 2,Intrument 3,Intrument 4
Sweaty Nipples,Hans Wagner,band,person,member_of,"Portland, OR",2,drums,,,
Sweaty Nipples,Eric French,band,person,member_of,"Portland, OR",2,bass,,,
Sweaty Nipples,Brad Mowen,band,person,member_of,"Portland, OR",2,drums,,,
Sweet Water,Paul Uhlir,band,person,member_of,"Seattle, WA",1,drums,,,
Sweet Water,Adam Czeisler,band,person,member_of,"Seattle, WA",1,vocals,,,
Sweet Water,Cole Peterson,band,person,member_of,"Seattle, WA",1,bass,,,
Sweet Water,Rich Credo,band,person,member_of,"Seattle, WA",1,guitar,,,
Sweet Water,Chris Friel,band,person,member_of,"Seattle, WA",2,drums,,,
Sweet Water,Dudley Taft,band,person,member_of,"Seattle, WA",1,guitar,,,
Sweet Water,Chris Quinn,band,person,member_of,"Seattle, WA",2,guitar,,,
Sweet Water,Mike Lawson,band,person,member_of,"Seattle, WA",2,vocals,,,
Tad,Tad Doyle,band,person,member_of,"Seattle, WA",1,vocals,guitar,,
Tad,Kurt Danielson,band,person,member_of,"Seattle, WA",1,bass,,,
Tad,Gary Thorstensen,band,person,member_of,"Seattle, WA",1,guitar,,,
Tad,Steve Wied,band,person,member_of,"Seattle, WA",1,drums,,,
Tad,Rey Washam,band,person,member_of,"Seattle, WA",2,drums,,,
Tad,Josh Sinder,band,person,member_of,"Seattle, WA",2,drums,,,
Tad,Mike Mongrain,band,person,member_of,"Seattle, WA",2,drums,,,
Temple of the Dog,Chris Cornell,band,person,member_of,"Seattle, WA",1,vocals,guitar,,
Temple of the Dog,Eddie Vedder,band,person,member_of,"Seattle, WA",2,vocals,guitar,,
Temple of the Dog,Jeff Ament,band,person,member_of,"Seattle, WA",1,bass,,,
Temple of the Dog,Stone Gossard,band,person,member_of,"Seattle, WA",1,guitar,,,
Temple of the Dog,Mike McCready,band,person,member_of,"Seattle, WA",1,guitar,,,
Temple of the Dog,Matt Cameron,band,person,member_of,"Seattle, WA",1,drums,,,
The Accused,Tommy Niemeyer,band,person,member_of,"Seattle, WA",1,guitar,,,
The Accused,Josh Sinder,band,person,member_of,"Seattle, WA",2,drums,,,
The Accused,Brookelle Sinder,band,person,member_of,"Seattle, WA",2,bass,,,
The Accused,Brad Mowen,band,person,member_of,"Seattle, WA",2,vocals,,,
The Accused,Tracy Bohanis,band,person,member_of,"Seattle, WA",3,,,,
The Accused,Chibon Batterman,band,person,member_of,"Seattle, WA",1,bass,,,
The Accused,Dana Collins,band,person,member_of,"Seattle, WA",1,drums,,,
The Accused,Blaine Cook,band,person,member_of,"Seattle, WA",1,vocals,,,
The Accused,John Dahlin,band,person,member_of,"Seattle, WA",1,vocals,,,
The Accused,Mike Peterson,band,person,member_of,"Seattle, WA",2,drums,,,
The Accused,Alex Sibbald,band,person,member_of,"Seattle, WA",2,bass,,,
The Accused,Steve Nelson,band,person,member_of,"Seattle, WA",2,drums,,,
The Accused,Dorando Hodous,band,person,member_of,"Seattle, WA",2,bass,,,
The Accused,Nick Uttech,band,person,member_of,"Seattle, WA",2,drums,,,
The Accused,Devin Karakash,band,person,member_of,"Seattle, WA",3,,,,
The Accused,Warren A. Pease,band,person,member_of,"Seattle, WA",3,,,,
The Accused,Andrew Piro,band,person,member_of,"Seattle, WA",3,,,,
The Accused,Chris Napolitano,band,person,member_of,"Seattle, WA",3,,,,
The Accused,Stanley e Dunster,band,person,member_of,"Seattle, WA",3,,,,
The Accused,Aaron Slipp,band,person,member_of,"Seattle, WA",3,,,,
The Accused,Kevin Lee Cochneuer,band,person,member_of,"Seattle, WA",2,vocals,,,
The Accused A.D,Blaine Cook,band,person,member_of,"Seattle, WA",1,vocals,,,
The Accused A.D,Alex Sibbald,band,person,member_of,"Seattle, WA",1,guitar,,,
The Accused A.D,Chris Gohde,band,person,member_of,"Seattle, WA",2,drums,,,
The Accused A.D,Steve McVay,band,person,member_of,"Seattle, WA",2,bass,,,
The Crying Spell,Jason Phraner,band,person,member_of,"Seattle, WA",2,bass,vocals,,
The Crying Spell,Len Hotrum,band,person,member_of,"Seattle, WA",1,vocals,guitar,,
The Crying Spell,Eric Snyder,band,person,member_of,"Seattle, WA",1,guitar,vocals,,
The Crying Spell,Chase Culp,band,person,member_of,"Seattle, WA",1,drums,,,
The Crying Spell,Kevin Preston,band,person,member_of,"Seattle, WA",2,keyboards,vocals,,
The Crying Spell,Johnny Bacolas,band,person,member_of,"Seattle, WA",1,bass,,,
The Fartz,Blaine Cook,band,person,member_of,"Seattle, WA",2,vocals,,,
The Fartz,Tommy Hansen,band,person,member_of,"Seattle, WA",2,guitar,,,
The Fartz,Paul Solger,band,person,member_of,"Seattle, WA",2,guitar,,,
The Fartz,Steve Hofmann,band,person,member_of,"Seattle, WA",2,bass,,,
The Fartz,Lloyd Shattuck,band,person,member_of,"Seattle, WA",2,drums,,,
The Fartz,Duff McKagan,band,person,member_of,"Seattle, WA",2,drums,,,
The Fartz,"Alex ""Maggot Brain"" Sibbald",band,person,member_of,"Seattle, WA",2,guitar,,,
The Fartz,"Karl ""Detonator"" Fowler",band,person,member_of,"Seattle, WA",2,drums,,,
The Fastbacks,Kurt Bloch,band,person,member_of,"Seattle, WA",1,Core member,,,
The Fastbacks,Langis Welch,band,person,member_of,"Seattle, WA",1,Core member,,,
The Fastbacks,Kim Warnic,band,person,member_of,"Seattle, WA",1,vocals,bass,,
The Fire Theft,Jeremy Enigk,band,person,member_of,"Seattle, WA",1,bass,,,
The Fire Theft,Nate Mendel,band,person,member_of,"Seattle, WA",1,drums,,,
The Fire Theft,William Goldsmith,band,person,member_of,"Seattle, WA",1,bass,,,
The Gits,Mia Zapata,band,person,member_of,"Seattle, WA",1,vocals,,,
The Gits,Ben London,band,person,member_of,"Seattle, WA",1,guitar,,,
The Gits,Mick Gasper,band,person,member_of,"Seattle, WA",1,bass,,,
The Gits,Sarah Lund,band,person,member_of,"Seattle, WA",1,drums,,,
The Lemons,Jimmy Paulson,band,person,member_of,"Seattle, WA",1,vocals,guitar,,
The Lemons,Greg Lovell,band,person,member_of,"Seattle, WA",1,vocals,guitar,,
The Lemons,Brent Saunders,band,person,member_of,"Seattle, WA",1,bass,,,
The Lemons,Jeff Ramirez,band,person,member_of,"Seattle, WA",1,drums,,,
The Lemons,Rob Cunningham,band,person,member_of,"Seattle, WA",1,drums,,,
The Lemons,Nabil Ayers,band,person,member_of,"Seattle, WA",1,drums,,,
The Lemons,Jeff Hiatt,band,person,member_of,"Seattle, WA",1,guitar,,,
The Minus 5,Nick Fowler,band,person,member_of,"Seattle, WA",1,keyboards,,,
The Minus 5,Terry Adams,band,person,member_of,"Seattle, WA",1,keyboard,,,
The Minus 5,Tom Ardolino,band,person,member_of,"Seattle, WA",1,drums,,,
The Minus 5,Jon Auer,band,person,member_of,"Seattle, WA",1,drums,,,
The Minus 5,Bill Rieflin,band,person,member_of,"Seattle, WA",1,drums,,,
The Minus 5,Jeff Tweedy,band,person,member_of,"Seattle, WA",1,keyboard,,,
The Minus 5,Glenn Kotche,band,person,member_of,"Seattle, WA",1,drums,,,
The Minus 5,Ken Stringfellow,band,person,member_of,"Seattle, WA",1,guitar,,,
The Minus 5,Ben Gibbard,band,person,member_of,"Seattle, WA",1,guitar,,,
The Minus 5,Mike Coykendall,band,person,member_of,"Seattle, WA",1,guitar,,,
The Minus 5,Casey Neill,band,person,member_of,"Seattle, WA",1,guitar,,,
The Minus 5,Dave Depper,band,person,member_of,"Seattle, WA",1,guitar,,,
The Minus 5,Colin Meloy,band,person,member_of,"Seattle, WA",1,guitar,,,
The Minus 5,John Moen,band,person,member_of,"Seattle, WA",1,drums,,,
The Minus 5,Steve Wynn,band,person,member_of,"Seattle, WA",1,guitar,,,
The Minus 5,Scott McCaughey,band,person,member_of,"Seattle, WA",1,vocals,,,
The Minus 5,Peter Buck,band,person,member_of,"Seattle, WA",1,bass,,,
The Minus 5,Debbi Peterson,band,person,member_of,"Seattle, WA",1,keyboard,,,
The Minus 5,Linda Pitmon,band,person,member_of,"Seattle, WA",1,drums,,,
The Minus 5,Luke Haines,band,person,member_of,"Seattle, WA",1,guitar,,,
The Missionary Position,Jeff Angell,band,person,member_of,"Seattle, WA",1,vocals,guitar,,
The Missionary Position,Benjamin Anderson,band,person,member_of,"Seattle, WA",1,keyboards,vocals,,
The Missionary Position,Kenny James,band,person,member_of,"Seattle, WA",1,,,,
The Missionary Position,Gregor Lothian,band,person,member_of,"Seattle, WA",1,,,,
The Missionary Position,Michael Alex,band,person,member_of,"Seattle, WA",1,drums,,,
The Nixons,Zac Maloy,band,person,member_of,"Oklahoma City, OK",1,vocals,,,
The Nixons,Jesse Davis,band,person,member_of,"Oklahoma City, OK",2,guitar,,,
The Nixons,Ricky Brooks,band,person,member_of,"Oklahoma City, OK",2,bass,,,
The Nixons,John Humphrey,band,person,member_of,"Oklahoma City, OK",2,drums,,,
The Nixons,Tye Robison,band,person,member_of,"Oklahoma City, OK",1,drums,,,
The Nixons,Ricky Wolking,band,person,member_of,"Oklahoma City, OK",1,bass,,,
The Nixons,Ray Luzier,band,person,member_of,"Oklahoma City, OK",1,drums,,,
The Nixons,"Scott ""Scooby"" Bush",band,person,member_of,"Oklahoma City, OK",1,guitar,,,
The Nixons,Jaxon Humphrey,band,person,member_of,"Oklahoma City, OK",3,drums,,,
The Nixons,Jaret Reddick,band,person,member_of,"Oklahoma City, OK",3,backing vocals,,,
The Posies,Jon Auer,band,person,member_of,"Seattle, WA",2,guitar,keyboards,,
The Posies,Ken Stringfellow,band,person,member_of,"Seattle, WA",2,guitar,keyboards,,
The Posies,"Arthur ""Rick"" Roberts",band,person,member_of,"Seattle, WA",2,,,,
The Posies,Mike Musburger,band,person,member_of,"Seattle, WA",2,drums,,,
The Posies,Dave Fox,band,person,member_of,"Seattle, WA",2,bass,,,
The Posies,Joe Skyward,band,person,member_of,"Seattle, WA",2,bass,,,
The Posies,Brian Young,band,person,member_of,"Seattle, WA",2,drums,,,
The Posies,Darius Minwalla,band,person,member_of,"Seattle, WA",2,drums,,,
The Posies,Matt Harris,band,person,member_of,"Seattle, WA",2,bass,,,
The Posies,Frankie Siragusa,band,person,member_of,"Seattle, WA",1,drums,,,
The Power Station,Andy Taylor,band,person,member_of,"New York, NY",1,guitar,,,
The Power Station,Robert Palmer,band,person,member_of,"New York, NY",1,vocals,,,
The Power Station,John Taylor,band,person,member_of,"New York, NY",1,bass,,,
The Power Station,Tony Thompson,band,person,member_of,"New York, NY",1,drums,,,
The Power Station,Bernard Edwards,band,person,member_of,"New York, NY",1,bass,,,
The Power Station,Michael Des Barres,band,person,member_of,"New York, NY",2,vocals,,,
The Power Station,Guy Pratt,band,person,member_of,"New York, NY",2,bass,,,
The Power Station,Manny Yanes,band,person,member_of,"New York, NY",2,bass,,,
The Power Station,Luke Morley,band,person,member_of,"New York, NY",2,guitar,,,
The Presidents of the United States of America (PUSA),Chris Ballew,band,person,member_of,"Seattle, WA",2,vocals,bass,,
The Presidents of the United States of America (PUSA),Jason Finn,band,person,member_of,"Seattle, WA",2,drums,vocals,,
The Presidents of the United States of America (PUSA),Andrew McKeag,band,person,member_of,"Seattle, WA",2,guitar,vocals,,
The Presidents of the United States of America (PUSA),Dave Dederer,band,person,member_of,"Seattle, WA",2,guitar,vocals,,
The Protocol,Paul Uhlir,band,person,member_of,"Seattle, WA",1,drums,,,
The Protocol,Rob Lienbach,band,person,member_of,"Seattle, WA",1,vocals,,,
The Protocol,Aaron McRae,band,person,member_of,"Seattle, WA",1,bass,,,
The Protocol,Jeff Rietan,band,person,member_of,"Seattle, WA",1,guitar,,,
The Protocol,Charles,band,person,member_of,"Seattle, WA",2,drums,,,
The Protocol,Jenn Czeisler,band,person,member_of,"Seattle, WA",2,bass,,,
The Rolling Stones,Mick Jagger,band,person,member_of,"London, EN",1,vocals,,,
The Rolling Stones,Keith Richards,band,person,member_of,"London, EN",1,guitar,,,
The Rolling Stones,Ronnie Wood,band,person,member_of,"London, EN",1,guitar,,,
The Rolling Stones,Brian Jones,band,person,member_of,"London, EN",2,guitar,,,
The Rolling Stones,Ian Stewart,band,person,member_of,"London, EN",2,keyboards,,,
The Rolling Stones,Bill Wyman,band,person,member_of,"London, EN",1,bass,,,
The Rolling Stones,Charlie Watts,band,person,member_of,"London, EN",1,drums,,,
The Rolling Stones,Mick Taylor,band,person,member_of,"London, EN",2,guitar,,,
The Vases,Ty Willman,band,person,member_of,"Seattle, WA",1,vocals,,,
The Vases,Dave Krusen,band,person,member_of,"Seattle, WA",1,drums,,,
The Vases,Kent Halverson,band,person,member_of,"Seattle, WA",1,guitar,,,
The Vases,Jeremy Lightfoot,band,person,member_of,"Seattle, WA",1,bass,,,
The Walkabouts,Chris Eckman,band,person,member_of,"Seattle, WA",1,vocals,guitar,,
The Walkabouts,Carla Torgerson,band,person,member_of,"Seattle, WA",1,vocals,guitar,,
The Walkabouts,Michael Wells,band,person,member_of,"Seattle, WA",2,bass,,,
The Walkabouts,Glenn Slater,band,person,member_of,"Seattle, WA",1,keyboards,piano,,
The Walkabouts,Terri Moeller,band,person,member_of,"Seattle, WA",2,drums,,,
The Walkabouts,Paul Austin,band,person,member_of,"Seattle, WA",2,guitar,,,
The Walkabouts,Grant Eckman,band,person,member_of,"Seattle, WA",1,drums,,,
The Walkabouts,Curt Eckman,band,person,member_of,"Seattle, WA",1,bass,,,
The Walkabouts,Bruce Wirth,band,person,member_of,"Seattle, WA",2,violin,lap steel,mandolin,
The Walkabouts,John Baker Saunders,band,person,member_of,"Seattle, WA",2,bass,,,
The Walkabouts,Fred Chalenor,band,person,member_of,"Seattle, WA",2,bass,,,
The Walkabouts,Joe Skyward,band,person,member_of,"Seattle, WA",2,bass,,,
The Walkabouts,Brian Young,band,person,member_of,"Seattle, WA",2,drums,,,
These Arms Are Snakes,Chris Common,band,person,member_of,"Seattle, WA",2,drums,,,
These Arms Are Snakes,Brian Cook,band,person,member_of,"Seattle, WA",2,bass,,,
These Arms Are Snakes,Ryan Frederiksen,band,person,member_of,"Seattle, WA",2,guitar,,,
These Arms Are Snakes,Joe Preston,band,person,member_of,"Seattle, WA",2,drums,,,
These Arms Are Snakes,Bill Quinby,band,person,member_of,"Seattle, WA",2,guitar,,,
These Arms Are Snakes,Jesse Robertson,band,person,member_of,"Seattle, WA",2,keyboards,,,
These Arms Are Snakes,Steve Snere,band,person,member_of,"Seattle, WA",2,vocals,,,
These Arms Are Snakes,Erin Tate,band,person,member_of,"Seattle, WA",2,drums,,,
These Arms Are Snakes,Ben Verellen,band,person,member_of,"Seattle, WA",2,drums,,,
TKO,Michael Alexich (deceased,band,person,member_of,"Seattle, WA",2,,,,
TKO,Kjartan Kristoffersen,band,person,member_of,"Seattle, WA",2,,,,
TKO,Scott Earl,band,person,member_of,"Seattle, WA",2,bass,,,
TKO,Ken Mary,band,person,member_of,"Seattle, WA",2,drums,,,
TKO,Adam 'Bomb' Brenner,band,person,member_of,"Seattle, WA",2,guitar,,,
TKO,Gary Thompson,band,person,member_of,"Seattle, WA",2,drums,,,
TKO,Bill Durham,band,person,member_of,"Seattle, WA",2,drums,,,
TKO,Tony Bortko (deceased),band,person,member_of,"Seattle, WA",2,guitar,keyboards,,
TKO,Rick Pierce,band,person,member_of,"Seattle, WA",2,guitar,,,
TKO,Mark Seidenverg,band,person,member_of,"Seattle, WA",2,bass,,,
TKO,Darryl Siguenza,band,person,member_of,"Seattle, WA",2,drums,,,
TKO,Evan Sheeley,band,person,member_of,"Seattle, WA",2,bass,,,
TKO,Brad Sinsel,band,person,member_of,"Seattle, WA",2,vocals,,,
Tortoise,John Herndon,band,person,member_of,"Chicago, IL",1,drums,keyboards,,
Tortoise,Doug McCombs,band,person,member_of,"Chicago, IL",1,bass,,,
Tortoise,John McEntire,band,person,member_of,"Chicago, IL",1,drums,,,
Tortoise,Dan Bitney,band,person,member_of,"Chicago, IL",1,drums,,,
Tortoise,Jeff Parker,band,person,member_of,"Chicago, IL",1,guitar,bass,,
Tortoise,Bundy K. Brown,band,person,member_of,"Chicago, IL",1,bass,,,
Tortoise,David Pajo,band,person,member_of,"Chicago, IL",1,guitar,,,
Ugly Kid Joe,Whitfield Crane,band,person,member_of,"Seattle, WA",2,vocals,,,
Ugly Kid Joe,Klaus Eichstadt,band,person,member_of,"Seattle, WA",2,guitar,,,
Ugly Kid Joe,Cordell Crockett,band,person,member_of,"Seattle, WA",2,bass,,,
Ugly Kid Joe,Dave Fortman,band,person,member_of,"Seattle, WA",2,guitar,,,
Ugly Kid Joe,Shannon Larkin,band,person,member_of,"Seattle, WA",2,drums,,,
Ugly Kid Joe,Eric Phillips,band,person,member_of,"Seattle, WA",2,guitar,,,
Ugly Kid Joe,Roger Lahr,band,person,member_of,"Seattle, WA",2,guitar,,,
Ugly Kid Joe,Phil Hilgaertner,band,person,member_of,"Seattle, WA",2,bass,,,
Ugly Kid Joe,Jonathan Spaulding,band,person,member_of,"Seattle, WA",2,drums,,,
Ugly Kid Joe,Mark Davis,band,person,member_of,"Seattle, WA",2,drums,,,
Ugly Kid Joe,Bob Fernandez,band,person,member_of,"Seattle, WA",2,drums,,,
Ugly Kid Joe,Zac Morris,band,person,member_of,"Seattle, WA",2,drums,,,
Ugly Kid Joe,Mike Squires,band,person,member_of,"Seattle, WA",2,bass,,,
Unified Theory,Chris Shinn,band,person,member_of,"Seattle, WA",1,vocals,guitar,,
Unified Theory,Christopher Thorn,band,person,member_of,"Seattle, WA",1,guitar,vocals,,
Unified Theory,Brad Smith,band,person,member_of,"Seattle, WA",1,bass,vocals,,
Unified Theory,Dave Krusen,band,person,member_of,"Seattle, WA",1,drums,,,
Very Special Forces,Timothy Young,band,person,member_of,"Seattle, WA",1,guitar,vocals,bass,
Very Special Forces,Brad Mowen,band,person,member_of,"Seattle, WA",1,vocals,,,
Very Special Forces,Paul Moore,band,person,member_of,"Seattle, WA",1,keyboards,guitar,vocals,
Very Special Forces,Dave Brogan,band,person,member_of,"Seattle, WA",1,Drums,,,
Very Special Forces,John Schuller,band,person,member_of,"Seattle, WA",1,Bass,,,
Very Special Forces,Scott Bell,band,person,member_of,"Seattle, WA",1,Bass,,,
Very Special Forces,Evan Schiller,band,person,member_of,"Seattle, WA",1,Drums,,,
Voyager One,Jeramy Koepping,band,person,member_of,"Seattle, WA",1,vocals,guitar,,
Voyager One,Peter Marchese,band,person,member_of,"Seattle, WA",1,guitar,vocals,,
Voyager One,Dayna Loeffler,band,person,member_of,"Seattle, WA",1,bass,,,
Voyager One,John Hollis,band,person,member_of,"Seattle, WA",1,drums,,,
Voyager One,Tony Zuniga,band,person,member_of,"Seattle, WA",2,drums,,,
Voyager One,Cody Burns,band,person,member_of,"Seattle, WA",2,bass,,,
Voyager One,Matthew Campbell,band,person,member_of,"Seattle, WA",2,keyboards,,,
Voyager One,Rick Lewis,band,person,member_of,"Seattle, WA",2,keyboards,,,
Voyager One,Jasun Hadaway,band,person,member_of,"Seattle, WA",2,keyboards,,,
Voyager One,Elliott Nutt,band,person,member_of,"Seattle, WA",2,drums,,,
Voyager One,Dallas Guier,band,person,member_of,"Seattle, WA",2,bass,,,
Voyager One,Bo Gilliland,band,person,member_of,"Seattle, WA",2,bass,,,
Voyager One,Peter Kerrick,band,person,member_of,"Seattle, WA",2,drums,,,
Walking Papers,Benjamin Anderson,band,person,member_of,"Seattle, WA",1,keyboards,vocals,,
Walking Papers,Jeff Angell,band,person,member_of,"Seattle, WA",1,vocals,guitar,,
Walking Papers,Will Andrews,band,person,member_of,"Seattle, WA",1,drums,,,
Walking Papers,Konstantine Komarov,band,person,member_of,"Seattle, WA",1,bass,,,
Walking Papers,Gregor Lothian,band,person,member_of,"Seattle, WA",1,sax,,,
Walking Papers,Barrett Martin,band,person,member_of,"Seattle, WA",1,drums,,,
Walking Papers,Duff McKagan,band,person,member_of,"Seattle, WA",1,bass,,,
War Babies,Brad Sinsel,band,person,member_of,"Seattle, WA",1,vocals,,,
War Babies,Guy Lacey,band,person,member_of,"Seattle, WA",1,guitar,,,
War Babies,"Tommy ""Gunn"" McMullin",band,person,member_of,"Seattle, WA",1,guitar,,,
War Babies,Shawn Trotter,band,person,member_of,"Seattle, WA",1,bass,,,
War Babies,Richard Stuverud,band,person,member_of,"Seattle, WA",1,drums,,,
Yes,Steve Howe,band,person,member_of,"London, EN",2,guitar,,,
Yes,Geoff Downes,band,person,member_of,"London, EN",2,keyboards,,,
Yes,Billy Sherwood,band,person,member_of,"London, EN",2,bass,,,
Yes,Jon Davison,band,person,member_of,"London, EN",2,vocals,,,
Yes,Jay Schellen,band,person,member_of,"London, EN",2,drums,,,
Yes,Chris Squire,band,person,member_of,"London, EN",1,bass,,,
Yes,Peter Banks,band,person,member_of,"London, EN",1,guitar,,,
Yes,Jon Anderson,band,person,member_of,"London, EN",1,vocals,,,
Yes,Bill Bruford,band,person,member_of,"London, EN",1,drums,,,
Yes,Tony Kaye,band,person,member_of,"London, EN",1,organ,piano,,
Yes,Tony O'Reilly,band,person,member_of,"London, EN",2,drums,,,
Yes,Rick Wakeman,band,person,member_of,"London, EN",2,keyboards,,,
Yes,Alan White,band,person,member_of,"London, EN",2,drums,,,
Yes,Patrick Moraz,band,person,member_of,"London, EN",2,keyboards,,,
Yes,Trevor Horn,band,person,member_of,"London, EN",2,vocals,,,
Yes,Trevor Rabin,band,person,member_of,"London, EN",2,guitar,,,
Yes,Eddie Jobson,band,person,member_of,"London, EN",2,keyboards,,,
Yes,Igor Khoroshev,band,person,member_of,"London, EN",2,keyboards,,,
Yes,Oliver Wakeman,band,person,member_of,"London, EN",2,vocals,,,
Yes,Benoît David,band,person,member_of,"London, EN",2,keyboards,,,
Zeke,Blind Marky Felchtone,band,person,member_of,"Seattle, WA",2,vocals,guitar,,
Zeke,Donny Paycheck,band,person,member_of,"Seattle, WA",2,drums,,,
Zeke,Jason Freeman,band,person,member_of,"Seattle, WA",2,bass,,,
Zeke,Jeff Hiatt,band,person,member_of,"Seattle, WA",2,guitar,,,
Zeke,Chris Johnsen,band,person,member_of,"Seattle, WA",2,guitar,,,
Zeke,Buzzy,band,person,member_of,"Seattle, WA",2,drums,,,
Zeke,Kurt Colfelt,band,person,member_of,"Seattle, WA",2,bass,,,
Zeke,Jeff Matz,band,person,member_of,"Seattle, WA",2,bass,,,
Zeke,Mark Pierce,band,person,member_of,"Seattle, WA",2,bass,,,
Zeke,Abe Zanuel Riggs III,band,person,member_of,"Seattle, WA",2,guitar,,,
Zeke,Dizzy Lee Roth,band,person,member_of,"Seattle, WA",2,guitar,,,
Zeke,Kyle Whitefoot,band,person,member_of,"Seattle, WA",2,guitar,,,
Zeke,Dayne Porras,band,person,member_of,"Seattle, WA",2,drums,,,
